,train_loss,val_loss,grad_norm
0,0.390817,0.365679,152.204
1,0.0557101,0.0591818,36.7213
2,0.0274257,0.068512,22.7048
3,0.00743503,0.00616851,8.85517
4,0.00420125,0.00234576,2.41728
5,0.0031802,0.00181905,0.690869
6,0.00321445,0.00196033,0.178854
7,0.00322491,0.00197419,0.0334945
8,0.00322575,0.00197725,0.0321092
9,0.0032209,0.00197609,0.00494213
10,0.00322031,0.00197457,0.00088708
11,0.00322063,0.00197487,0.000221084
12,0.00322068,0.00197488,2.82824e-05
13,0.00322067,0.00197487,3.9705e-05
14,0.00322067,0.00197487,3.62013e-06
15,0.00322067,0.00197487,5.55459e-06
16,0.00322067,0.00197487,3.96786e-07
17,0.00322067,0.00197487,1.041e-08
18,0.00322067,0.00197487,3.47065e-10
19,0.00322067,0.00197487,8.94971e-13
