,train_loss,val_loss,grad_norm
0,0.0783588,0.105574,47.7601
1,0.0314101,0.0445544,19.7248
2,0.0183739,0.0379053,8.28815
3,0.00577491,0.0098583,5.14776
4,0.00212402,0.00215072,3.12262
5,0.000806536,0.000884951,1.26114
6,0.000236382,0.000230381,0.658977
7,9.30087e-05,9.61421e-05,0.443093
8,4.14478e-05,3.57662e-05,0.194816
9,3.10444e-05,2.42076e-05,0.115131
10,2.34308e-05,1.42165e-05,0.0854186
11,2.21994e-05,7.36714e-06,0.058856
12,2.4902e-05,7.60472e-06,0.0241371
13,2.28979e-05,7.8786e-06,0.0173725
14,2.46949e-05,9.49671e-06,1.49909e-14
